id,gpa,gre,college_prep,major_applied,num_ext_act,num_ap_passed,essay_score,num_letter_rec,fasfa_status,admission
1219,3.17,302,Yes,Business,1,0,9,3,Not Started,Accepted
1220,3.37,291,Yes,Social Sciences,3,8,6,3,Completed,Accepted
1221,3.32,303,Yes,Communications,0,7,9,2,Completed,Accepted
1222,2.54,307,Yes,Social Sciences,1,6,9,2,Not Started,Rejected
1223,3.51,318,Yes,Information Systems,3,0,5,3,Completed,Rejected
1224,3.67,294,Yes,Information Systems,2,8,3,1,Completed,Accepted
1225,2.97,283,Yes,Communications,3,0,5,3,Completed,Rejected
1226,2.62,326,Yes,Communications,2,6,3,3,Not Started,Rejected
1227,3.1,287,Yes,Information Systems,1,6,8,1,In Progress,Accepted
1228,3.87,280,Yes,Business,3,7,7,1,Completed,Accepted
1229,2.61,296,Yes,Business,3,8,8,1,Completed,Accepted
1230,2.96,295,Yes,Business,0,0,7,3,In Progress,Accepted
1231,2.99,305,Yes,Business,5,0,5,1,In Progress,Accepted
1232,3.17,296,Yes,Life Sciences,2,1,9,1,Completed,Rejected
1233,2.87,308,Yes,Social Sciences,0,2,3,1,Not Started,Accepted
1234,2.59,325,Yes,Business,5,3,6,2,Completed,Rejected
1235,3.62,304,Yes,Business,1,6,6,3,In Progress,Rejected
1236,3.55,311,No,Information Systems,3,1,7,2,Not Started,Accepted
1237,3.61,324,Yes,History,0,2,5,2,In Progress,Accepted
1238,3.39,304,Yes,Business,0,2,6,2,Completed,Accepted
1239,3.45,291,Yes,Business,2,6,10,3,Completed,Accepted
1240,3.64,285,Yes,Social Sciences,4,2,4,1,Completed,Rejected
1241,3.35,307,Yes,History,3,8,8,3,Completed,Accepted
1242,3.24,290,Yes,History,1,3,7,2,Completed,Rejected
1243,2.62,296,Yes,Life Sciences,1,1,9,1,In Progress,Accepted
1244,3.94,290,Yes,Social Sciences,0,4,3,2,Completed,Accepted
1245,3.03,287,Yes,Business,0,8,10,1,Completed,Accepted
1246,2.82,274,Yes,Business,2,3,9,1,Completed,Rejected
1247,2.78,277,Yes,Life Sciences,4,6,4,2,In Progress,Rejected
1248,3.9,296,Yes,Communications,1,3,4,1,In Progress,Accepted
1249,2.88,310,Yes,Language,3,4,6,3,In Progress,Rejected
1250,2.62,292,Yes,Business,0,0,9,2,Completed,Accepted
1251,3.47,296,Yes,Business,0,5,10,1,Not Started,Accepted
1252,3.03,290,Yes,Social Sciences,2,5,10,1,Completed,Accepted
1253,3.56,325,Yes,Communications,0,3,7,1,Completed,Accepted
1254,3.36,291,Yes,Life Sciences,4,2,3,3,Completed,Accepted
1255,3.44,303,Yes,Information Systems,0,6,3,3,Completed,Accepted
1256,3.36,297,Yes,Life Sciences,0,5,7,3,In Progress,Accepted
1257,3.11,297,Yes,Life Sciences,4,4,10,2,Not Started,Accepted
1258,3.95,305,Yes,Language,3,7,10,3,Completed,Accepted
1259,3.6,305,Yes,Business,5,6,4,2,In Progress,Rejected
1260,3.78,289,No,Social Sciences,2,8,7,2,Completed,Accepted
1261,3.92,286,Yes,Communications,2,5,7,1,Completed,Accepted
1262,2.99,293,Yes,Information Systems,4,6,3,2,In Progress,Accepted
1263,3.92,308,Yes,Communications,5,1,5,2,In Progress,Rejected
1264,3.46,294,Yes,Language,4,4,9,3,In Progress,Accepted
1265,3.38,301,Yes,Business,5,3,8,3,Not Started,Accepted
1266,3.77,314,Yes,Engineering,4,4,9,1,Completed,Accepted
1267,3.34,311,No,Life Sciences,3,2,9,3,Completed,Accepted
1268,3.85,291,Yes,History,1,5,6,1,In Progress,Rejected
1269,3.74,305,Yes,Social Sciences,5,8,3,3,Completed,Accepted
1270,3.89,320,Yes,Information Systems,1,5,10,3,Completed,Accepted
1271,2.55,282,No,Life Sciences,2,5,10,2,In Progress,Rejected
1272,2.96,281,Yes,History,1,4,3,2,In Progress,Rejected
1273,2.74,280,Yes,Social Sciences,5,6,3,1,Completed,Accepted
1274,2.77,293,Yes,Business,5,2,7,3,In Progress,Rejected
1275,2.94,318,Yes,Social Sciences,5,4,4,1,Completed,Accepted
1276,3.18,288,Yes,History,3,8,4,1,Completed,Accepted
1277,2.7,308,No,Communications,1,6,5,1,Completed,Accepted
1278,3.99,305,No,Information Systems,4,1,7,1,In Progress,Accepted
1279,3.49,280,Yes,Communications,0,2,7,1,Not Started,Accepted
1280,3.5,303,Yes,Life Sciences,1,7,7,3,Completed,Rejected
1281,3.26,279,Yes,Social Sciences,5,6,5,2,Completed,Accepted
1282,3.92,333,No,Life Sciences,5,5,8,3,Not Started,Accepted
1283,2.52,288,Yes,Communications,0,5,9,3,In Progress,Rejected
1284,3.34,316,Yes,Social Sciences,0,7,4,3,In Progress,Rejected
1285,3.98,295,Yes,Engineering,0,0,7,3,Completed,Rejected
1286,3.33,300,Yes,Information Systems,2,1,8,1,Completed,Accepted
1287,2.96,297,Yes,Business,1,8,5,1,Completed,Rejected
1288,3.66,288,Yes,Business,4,8,9,2,Completed,Rejected
1289,3.34,326,Yes,Communications,4,4,6,3,Not Started,Accepted
1290,2.63,297,Yes,Business,0,1,10,2,Completed,Accepted
1291,2.9,301,Yes,Life Sciences,5,3,3,3,In Progress,Accepted
1292,2.67,318,No,Business,0,8,8,1,Completed,Accepted
1293,3.17,281,Yes,Information Systems,5,7,8,2,In Progress,Accepted
1294,3.57,319,Yes,Information Systems,1,5,8,2,In Progress,Accepted
1295,2.63,272,Yes,History,5,3,8,1,Completed,Rejected
1296,3.0,299,Yes,Communications,3,7,4,3,In Progress,Accepted
1297,3.32,276,Yes,History,1,3,5,2,Completed,Accepted
1298,3.88,314,Yes,Information Systems,4,8,8,2,Completed,Accepted
1299,2.92,297,No,Engineering,1,5,9,2,Completed,Accepted
1300,2.72,305,Yes,Life Sciences,5,4,5,1,Completed,Rejected
1301,3.46,316,Yes,Social Sciences,2,3,7,1,Completed,Accepted
1302,3.71,308,Yes,Business,2,4,6,3,In Progress,Accepted
1303,2.87,311,Yes,Communications,5,8,5,1,Not Started,Rejected
1304,2.59,291,No,Communications,5,7,9,1,In Progress,Accepted
1305,3.4,295,Yes,Life Sciences,1,8,5,3,Completed,Rejected
1306,3.93,310,Yes,Social Sciences,2,3,3,2,In Progress,Accepted
1307,3.34,311,Yes,History,5,5,9,2,In Progress,Accepted
1308,2.79,300,Yes,History,5,8,9,2,In Progress,Accepted
1309,3.07,295,Yes,Business,3,6,9,2,In Progress,Accepted
1310,2.75,286,Yes,Social Sciences,2,3,10,1,Completed,Accepted
1311,3.85,309,Yes,Social Sciences,4,1,5,2,Completed,Accepted
1312,3.98,295,Yes,Business,2,7,6,1,In Progress,Rejected
1313,3.75,308,No,Social Sciences,0,3,8,2,In Progress,Rejected
1314,3.12,300,Yes,Business,2,4,8,3,In Progress,Accepted
1315,3.06,289,Yes,History,1,6,5,1,Completed,Accepted
1316,3.6,318,Yes,Arts,4,3,7,2,Completed,Accepted
1317,2.92,308,Yes,Social Sciences,3,6,3,2,In Progress,Accepted
1318,3.04,302,Yes,Life Sciences,5,6,6,1,Completed,Accepted
1319,3.26,299,Yes,History,1,2,4,3,Not Started,Accepted
1320,3.56,299,No,Arts,5,4,7,1,Not Started,Accepted
1321,3.95,297,Yes,Language,5,4,8,2,Completed,Accepted
1322,3.25,292,Yes,Business,5,6,5,3,Completed,Accepted
1323,3.96,328,Yes,Social Sciences,0,6,9,1,Completed,Accepted
1324,3.89,312,Yes,Business,1,5,10,2,Completed,Accepted
1325,2.71,298,Yes,Life Sciences,0,3,6,2,Completed,Accepted
1326,2.82,320,Yes,Business,3,7,4,3,Completed,Rejected
1327,2.88,294,Yes,Social Sciences,2,6,4,1,Completed,Accepted
1328,3.07,307,Yes,History,5,7,3,3,Completed,Accepted
1329,2.72,295,Yes,Social Sciences,1,6,8,1,Completed,Rejected
1330,3.0,292,Yes,Information Systems,5,5,9,3,Completed,Rejected
1331,3.12,276,Yes,Social Sciences,0,6,8,1,Completed,Rejected
1332,2.63,288,No,Communications,5,2,5,3,In Progress,Accepted
1333,3.78,296,Yes,Social Sciences,0,7,4,3,Not Started,Accepted
1334,2.72,275,Yes,Communications,4,6,8,3,In Progress,Accepted
1335,3.4,296,Yes,Business,2,3,5,1,Completed,Accepted
1336,3.56,288,Yes,Arts,4,2,5,3,In Progress,Accepted
1337,3.93,289,Yes,Business,3,6,3,1,Completed,Rejected
1338,3.08,307,Yes,Information Systems,5,4,4,1,Completed,Accepted
1339,3.47,303,Yes,Social Sciences,5,5,8,3,In Progress,Accepted
1340,3.26,323,No,Communications,4,6,5,1,Completed,Accepted
1341,3.76,279,Yes,Communications,2,5,3,1,Completed,Accepted
1342,2.57,286,Yes,Engineering,2,2,9,3,In Progress,Accepted
1343,3.0,277,Yes,History,5,2,5,2,Completed,Rejected
1344,2.75,354,Yes,Language,5,8,3,2,Completed,Rejected
1345,3.41,294,No,Business,1,7,10,1,In Progress,Rejected
1346,2.94,303,Yes,Communications,3,4,4,1,Completed,Accepted
1347,2.7,302,Yes,Life Sciences,3,1,3,3,Not Started,Accepted
1348,3.53,305,Yes,Engineering,4,7,3,1,Not Started,Accepted
1349,3.95,283,No,Life Sciences,0,8,5,1,In Progress,Accepted
1350,3.66,290,Yes,Social Sciences,2,3,5,3,Completed,Rejected
1351,3.9,273,No,Social Sciences,1,2,10,1,In Progress,Rejected
1352,3.06,299,Yes,Life Sciences,2,2,9,3,In Progress,Accepted
1353,3.75,317,Yes,Social Sciences,3,5,6,3,Completed,Accepted
1354,3.14,313,Yes,Information Systems,1,4,9,3,Completed,Accepted
1355,2.56,294,Yes,Social Sciences,2,1,10,2,Completed,Accepted
1356,4.0,286,Yes,Social Sciences,4,6,9,2,In Progress,Rejected
1357,3.11,310,Yes,Social Sciences,0,8,5,3,In Progress,Accepted
1358,2.87,310,Yes,Business,2,4,6,2,Completed,Accepted
1359,2.77,302,Yes,Language,1,6,3,1,Completed,Accepted
1360,3.74,300,Yes,Business,5,3,5,2,Completed,Accepted
1361,3.49,297,Yes,Arts,5,2,6,1,Completed,Accepted
1362,3.08,293,Yes,Life Sciences,5,0,7,2,In Progress,Accepted
1363,2.96,315,Yes,Business,2,7,7,2,In Progress,Accepted
1364,2.55,320,Yes,Social Sciences,3,4,5,3,Completed,Accepted
1365,3.09,292,Yes,Information Systems,2,6,8,2,Completed,Rejected
1366,3.01,306,Yes,Communications,0,2,3,1,Completed,Accepted
1367,3.57,279,Yes,Business,5,8,3,3,Completed,Rejected
1368,3.43,323,Yes,History,2,1,8,2,Completed,Accepted
1369,2.65,288,Yes,Communications,1,4,3,3,In Progress,Accepted
1370,2.8,302,Yes,Information Systems,5,7,8,3,Completed,Accepted
1371,3.74,304,Yes,Communications,1,1,9,3,In Progress,Accepted
1372,3.56,288,Yes,Business,4,6,9,2,Completed,Rejected
1373,3.64,301,Yes,History,3,7,4,3,In Progress,Accepted
1374,2.83,290,Yes,Social Sciences,4,5,8,1,In Progress,Accepted
1375,3.32,316,Yes,Information Systems,4,3,6,1,In Progress,Accepted
1376,3.35,306,Yes,Language,5,5,4,3,Completed,Accepted
1377,3.48,299,No,Life Sciences,0,3,6,1,Completed,Accepted
1378,3.3,296,Yes,Language,1,0,4,2,In Progress,Rejected
1379,2.66,306,No,Information Systems,4,1,4,3,Completed,Accepted
1380,2.74,289,Yes,Arts,4,8,5,2,Completed,Accepted
1381,3.73,289,No,Engineering,1,5,6,1,Completed,Accepted
1382,3.92,332,Yes,Arts,0,3,3,2,Completed,Accepted
1383,3.19,296,Yes,Engineering,0,3,4,1,Completed,Accepted
1384,3.79,314,Yes,Life Sciences,1,7,8,1,Completed,Rejected
1385,3.22,308,Yes,Social Sciences,1,6,6,1,In Progress,Accepted
1386,2.81,307,Yes,Life Sciences,1,0,4,2,Not Started,Accepted
1387,2.77,327,Yes,Social Sciences,0,0,9,2,Completed,Accepted
1388,2.79,325,No,Business,2,1,3,1,Completed,Accepted
1389,3.34,307,No,Information Systems,3,5,5,1,Completed,Rejected
1390,3.01,311,Yes,Social Sciences,0,2,10,2,In Progress,Accepted
1391,3.91,335,Yes,Life Sciences,0,8,9,1,In Progress,Rejected
1392,3.2,300,Yes,Social Sciences,3,8,7,2,Completed,Accepted
1393,3.55,288,Yes,Life Sciences,0,5,9,1,In Progress,Accepted
1394,2.52,282,Yes,Social Sciences,1,0,6,3,Completed,Accepted
1395,2.83,302,Yes,Social Sciences,1,5,4,1,Not Started,Accepted
1396,3.32,279,Yes,Life Sciences,0,0,5,1,Completed,Accepted
1397,3.22,286,Yes,Business,1,3,7,1,In Progress,Rejected
1398,2.8,297,Yes,Language,3,3,8,2,Not Started,Rejected
1399,3.9,279,Yes,Social Sciences,0,5,3,3,Completed,Rejected
1400,3.8,317,Yes,Arts,0,0,3,3,Completed,Accepted
1401,2.56,305,Yes,Life Sciences,5,6,10,3,Completed,Accepted
1402,3.19,289,No,Social Sciences,4,7,7,3,Not Started,Accepted
1403,3.98,312,Yes,Arts,1,4,9,3,In Progress,Rejected
1404,2.82,286,Yes,Engineering,5,1,3,2,Completed,Rejected
1405,2.74,307,Yes,Business,1,3,9,1,Completed,Accepted
1406,3.03,282,Yes,Life Sciences,4,7,7,1,In Progress,Accepted
1407,3.67,316,Yes,History,4,6,7,2,Completed,Rejected
1408,2.5,282,Yes,Information Systems,4,3,5,1,Not Started,Accepted
1409,2.94,278,Yes,Information Systems,1,6,5,2,Completed,Rejected
1410,3.02,275,Yes,History,1,5,8,1,Not Started,Accepted
1411,3.6,289,Yes,Information Systems,3,5,8,1,Completed,Accepted
1412,3.83,312,Yes,Life Sciences,0,5,3,3,Completed,Accepted
1413,2.59,294,No,Life Sciences,2,4,5,3,Completed,Accepted
1414,3.3,312,Yes,Business,3,5,4,3,Not Started,Rejected
1415,2.56,289,Yes,Business,0,8,6,3,Completed,Rejected
1416,3.71,276,Yes,Social Sciences,3,4,8,3,Completed,Accepted
1417,3.04,292,Yes,Communications,5,1,9,2,In Progress,Accepted
1418,3.24,294,Yes,Business,1,2,9,3,Not Started,Accepted
1419,2.61,270,Yes,Information Systems,4,0,7,3,Completed,Accepted
1420,3.86,297,Yes,Business,2,7,5,2,In Progress,Accepted
1421,2.59,275,No,Information Systems,5,8,3,3,Completed,Accepted
1422,3.0,297,Yes,History,1,4,8,1,Not Started,Accepted
1423,3.92,301,Yes,Language,4,1,8,1,Completed,Rejected
1424,2.55,321,Yes,Social Sciences,3,6,5,2,Completed,Accepted
1425,2.89,255,Yes,Business,1,5,9,1,Completed,Rejected
1426,3.37,285,Yes,Life Sciences,5,3,4,2,In Progress,Accepted
1427,3.76,306,Yes,Social Sciences,2,7,6,3,Not Started,Accepted
1428,3.1,307,No,Life Sciences,0,4,10,2,Not Started,Accepted
1429,2.83,332,Yes,Life Sciences,0,5,8,3,In Progress,Accepted
1430,2.99,304,Yes,Business,4,8,10,3,Completed,Accepted
1431,3.39,284,Yes,Social Sciences,3,3,8,3,Completed,Accepted
1432,2.69,290,No,Social Sciences,1,7,6,3,Completed,Accepted
1433,3.33,328,Yes,Information Systems,2,5,4,2,Completed,Accepted
1434,3.71,305,Yes,Business,2,7,8,2,Completed,Accepted
1435,3.05,285,Yes,Social Sciences,4,1,5,3,Completed,Rejected
1436,3.84,304,Yes,History,5,8,9,1,Completed,Accepted
1437,3.13,287,Yes,Language,1,8,5,1,In Progress,Accepted
1438,3.0,283,Yes,Life Sciences,0,7,9,2,In Progress,Accepted
1439,3.04,290,Yes,Information Systems,3,6,6,3,Completed,Rejected
1440,3.87,300,Yes,Life Sciences,3,0,5,1,In Progress,Accepted
1441,3.97,299,Yes,Social Sciences,3,2,4,3,Completed,Accepted
1442,3.94,287,Yes,Social Sciences,0,0,6,2,In Progress,Rejected
1443,3.69,313,Yes,Life Sciences,3,1,9,2,In Progress,Accepted
1444,2.85,282,Yes,Business,0,0,6,3,Completed,Accepted
1445,3.34,282,No,History,1,3,10,3,Completed,Accepted
1446,3.24,287,Yes,Social Sciences,2,8,9,2,In Progress,Rejected
1447,3.37,302,Yes,Information Systems,2,7,4,1,Not Started,Accepted
1448,3.62,297,Yes,Business,3,6,10,1,Completed,Accepted
1449,3.37,296,Yes,Social Sciences,3,8,9,1,In Progress,Accepted
1450,3.67,281,Yes,History,2,4,4,1,In Progress,Rejected
1451,3.51,314,Yes,Language,1,0,6,1,Completed,Rejected
1452,3.48,295,Yes,Arts,0,3,4,2,Completed,Accepted
1453,3.02,293,Yes,Social Sciences,3,6,6,2,Completed,Accepted
1454,3.07,324,Yes,Arts,0,4,4,3,Completed,Accepted
1455,2.6,302,No,Social Sciences,0,3,10,2,Completed,Accepted
1456,2.97,283,Yes,Business,3,8,9,1,Completed,Accepted
1457,2.9,288,Yes,Communications,2,2,5,2,Completed,Accepted
1458,2.65,279,Yes,Social Sciences,4,3,7,1,In Progress,Accepted
1459,3.12,290,Yes,Social Sciences,2,8,10,2,In Progress,Accepted
1460,3.54,305,Yes,Business,4,5,5,3,Completed,Rejected
1461,3.82,306,Yes,Arts,3,0,3,2,In Progress,Rejected
1462,2.95,300,Yes,History,2,8,5,3,In Progress,Rejected
1463,3.64,318,Yes,Social Sciences,1,3,10,1,Completed,Accepted
1464,2.96,316,Yes,Arts,5,6,10,3,Completed,Accepted
1465,3.9,303,Yes,Business,4,3,10,1,Completed,Accepted
1466,2.74,307,Yes,Language,5,8,7,2,Completed,Accepted
1467,3.13,302,Yes,Communications,3,0,5,2,In Progress,Accepted
1468,3.06,302,Yes,Social Sciences,5,7,10,3,Completed,Rejected
1469,2.65,296,Yes,Business,2,2,9,3,Completed,Accepted
1470,3.56,291,Yes,Engineering,0,4,5,3,In Progress,Accepted
1471,3.35,330,Yes,History,2,3,3,3,In Progress,Accepted
1472,3.02,298,Yes,History,5,3,6,2,Not Started,Rejected
1473,3.55,296,Yes,Social Sciences,5,0,6,3,Completed,Accepted
1474,3.71,333,Yes,Information Systems,3,3,6,2,Completed,Accepted
1475,3.57,317,Yes,Language,3,7,4,1,Completed,Rejected
1476,3.79,301,No,Social Sciences,4,7,10,1,Completed,Rejected
1477,3.57,296,Yes,Social Sciences,0,0,3,1,Completed,Accepted
1478,3.71,297,Yes,Business,2,5,6,3,Completed,Accepted
1479,2.63,267,Yes,Business,2,3,9,3,Completed,Accepted
1480,3.16,290,Yes,Business,2,6,9,3,Not Started,Accepted
1481,3.14,288,Yes,Social Sciences,3,3,4,1,Completed,Rejected
1482,2.64,304,Yes,Social Sciences,4,8,6,1,Completed,Rejected
1483,3.61,283,Yes,Communications,1,0,5,3,In Progress,Accepted
1484,3.7,297,Yes,Information Systems,0,5,7,2,Completed,Accepted
1485,2.82,278,Yes,Business,4,3,5,3,Completed,Accepted
1486,3.82,300,Yes,Business,0,8,4,2,Completed,Accepted
1487,2.83,319,No,Language,1,3,9,2,Completed,Accepted
1488,2.79,309,Yes,Business,4,8,6,2,Completed,Accepted
1489,3.67,263,Yes,History,2,2,7,3,In Progress,Accepted
1490,3.27,319,Yes,History,4,0,10,2,Completed,Accepted
1491,3.98,292,Yes,Life Sciences,5,8,10,3,Completed,Accepted
1492,3.81,297,Yes,Language,3,7,10,2,In Progress,Accepted
1493,2.78,298,Yes,Social Sciences,5,3,9,2,In Progress,Accepted
1494,3.55,309,No,Business,2,8,8,3,Completed,Accepted
1495,3.69,308,Yes,Life Sciences,2,7,9,1,Completed,Rejected
1496,3.07,313,Yes,Business,5,5,9,3,In Progress,Accepted
1497,3.73,315,Yes,Life Sciences,3,5,8,3,Completed,Accepted
1498,3.12,282,Yes,Social Sciences,2,3,7,1,Completed,Rejected
1499,3.16,292,Yes,Social Sciences,2,2,9,3,Completed,Accepted
1500,2.6,278,Yes,Language,3,2,3,1,Completed,Accepted
1501,3.3,316,Yes,Business,4,8,3,2,In Progress,Rejected
1502,3.36,314,Yes,Business,5,8,9,1,Completed,Rejected
1503,3.25,301,Yes,Information Systems,5,2,4,3,In Progress,Accepted
1504,3.06,302,Yes,Information Systems,1,4,8,1,In Progress,Rejected
1505,3.88,335,Yes,Social Sciences,4,7,7,3,Completed,Accepted
1506,3.13,309,Yes,Life Sciences,3,7,8,3,Completed,Accepted
1507,2.89,296,Yes,Information Systems,2,4,8,2,In Progress,Rejected
1508,3.41,287,Yes,Social Sciences,1,8,3,2,In Progress,Rejected
1509,3.57,305,Yes,Business,2,0,5,2,Completed,Accepted
1510,3.48,317,Yes,Business,4,2,6,3,In Progress,Accepted
1511,3.54,307,Yes,Business,0,1,4,1,Completed,Rejected
1512,2.74,308,Yes,Life Sciences,5,1,7,1,In Progress,Rejected
1513,3.85,293,Yes,Arts,2,3,4,1,Not Started,Accepted
1514,3.54,281,Yes,Information Systems,4,3,6,1,Completed,Accepted
1515,2.67,290,Yes,Business,5,6,3,2,Completed,Rejected
1516,2.82,315,Yes,Business,2,5,6,2,Completed,Accepted
1517,3.68,280,Yes,Engineering,3,2,10,1,Completed,Accepted
1518,3.39,296,Yes,Business,3,1,9,2,In Progress,Accepted
1519,2.53,328,Yes,Social Sciences,3,8,10,3,In Progress,Rejected
1520,3.23,291,Yes,Business,0,6,6,2,In Progress,Rejected
1521,3.28,307,Yes,Social Sciences,3,0,10,3,In Progress,Accepted
1522,3.42,274,Yes,Information Systems,5,7,7,2,Completed,Rejected
1523,2.67,310,Yes,Social Sciences,2,7,4,1,In Progress,Accepted
1524,3.81,313,Yes,Social Sciences,0,2,9,2,In Progress,Accepted
1525,2.78,310,Yes,Social Sciences,3,0,4,3,Completed,Rejected
1526,3.62,304,Yes,Business,0,8,5,1,Completed,Accepted
1527,3.92,296,Yes,Communications,3,3,9,2,Not Started,Accepted
1528,3.28,293,Yes,Engineering,3,7,3,1,Completed,Accepted
1529,2.67,280,Yes,Business,4,0,6,3,In Progress,Accepted
1530,3.99,311,Yes,Communications,4,6,3,3,In Progress,Rejected
1531,2.72,290,Yes,Social Sciences,2,5,8,2,Completed,Accepted
1532,3.58,293,Yes,Life Sciences,0,2,8,1,In Progress,Accepted
1533,2.73,325,Yes,Business,1,5,9,3,In Progress,Accepted
1534,2.73,312,Yes,Business,0,4,3,2,Completed,Accepted
1535,2.59,303,Yes,History,2,7,4,1,Completed,Accepted
1536,2.54,290,Yes,Information Systems,4,0,8,1,Completed,Accepted
1537,3.65,313,Yes,Social Sciences,1,4,8,3,In Progress,Accepted
1538,2.89,294,Yes,Social Sciences,1,5,4,1,Completed,Rejected
1539,2.66,305,Yes,Language,1,7,4,2,Completed,Rejected
1540,3.8,304,Yes,Information Systems,5,4,6,1,Completed,Accepted
1541,3.52,293,No,Business,0,7,7,1,Completed,Rejected
1542,3.72,326,No,Communications,5,6,8,3,In Progress,Rejected
1543,3.71,322,Yes,Communications,5,0,5,1,Not Started,Rejected
1544,3.95,292,No,Business,5,8,9,1,In Progress,Accepted
1545,2.75,297,Yes,Arts,5,1,4,2,Completed,Accepted
1546,3.04,273,Yes,Communications,2,2,6,1,Completed,Accepted
1547,3.33,284,Yes,Language,4,5,8,2,Completed,Accepted
1548,2.89,297,Yes,Communications,5,5,10,3,Completed,Accepted
1549,3.25,314,Yes,Life Sciences,2,7,10,3,In Progress,Accepted
1550,3.32,309,Yes,Social Sciences,1,8,6,1,In Progress,Rejected
1551,3.58,298,No,History,2,0,9,3,Completed,Accepted
1552,2.95,303,Yes,Information Systems,4,7,10,1,In Progress,Rejected
1553,3.21,284,Yes,Social Sciences,4,6,8,2,Completed,Rejected
1554,2.6,297,Yes,Engineering,4,5,3,2,Completed,Rejected
1555,2.92,297,Yes,Business,1,2,4,3,Completed,Rejected
1556,3.97,311,Yes,Language,2,4,9,1,Completed,Accepted
1557,2.81,297,Yes,Arts,5,1,4,3,Completed,Accepted
1558,3.82,298,Yes,Engineering,4,4,10,1,In Progress,Accepted
1559,3.39,315,Yes,Communications,4,3,9,3,Completed,Accepted
1560,3.3,297,Yes,Social Sciences,1,5,9,2,In Progress,Accepted
1561,3.63,288,Yes,Life Sciences,2,4,7,3,Completed,Accepted
1562,3.36,297,Yes,Information Systems,3,5,6,2,In Progress,Rejected
1563,3.34,317,Yes,Life Sciences,3,8,10,1,In Progress,Accepted
1564,2.71,296,Yes,Business,4,8,5,3,Completed,Accepted
1565,2.63,315,Yes,History,4,7,10,2,Completed,Accepted
1566,3.96,293,Yes,Life Sciences,2,1,8,3,In Progress,Accepted
1567,3.51,293,Yes,Communications,3,3,7,3,Completed,Accepted
1568,3.22,292,No,Information Systems,1,8,6,3,Completed,Accepted
1569,2.93,306,Yes,Arts,2,8,9,1,Completed,Accepted
1570,3.03,298,Yes,History,4,1,7,2,In Progress,Accepted
1571,3.93,323,No,Arts,4,6,10,3,In Progress,Accepted
1572,3.62,303,No,Life Sciences,3,2,5,3,In Progress,Rejected
1573,2.59,306,Yes,Communications,3,7,3,3,In Progress,Rejected
1574,2.65,292,Yes,Business,1,1,6,2,Completed,Rejected
1575,3.85,292,Yes,Language,1,7,7,2,In Progress,Accepted
1576,2.99,305,No,Information Systems,0,7,6,1,Completed,Accepted
1577,2.95,291,Yes,Social Sciences,1,0,9,1,Completed,Accepted
1578,2.98,290,Yes,Business,2,2,6,1,Completed,Rejected
1579,3.71,306,Yes,Business,3,0,7,1,Completed,Accepted
1580,3.25,319,Yes,Life Sciences,0,7,3,2,Completed,Accepted
1581,3.17,314,Yes,Social Sciences,3,2,10,1,In Progress,Accepted
1582,3.99,307,No,Life Sciences,4,3,8,3,In Progress,Accepted
1583,2.89,277,Yes,Life Sciences,4,1,10,2,Completed,Accepted
1584,3.38,314,Yes,Language,1,3,3,3,Completed,Accepted
1585,3.46,290,Yes,Social Sciences,5,1,8,1,In Progress,Accepted
1586,3.7,288,Yes,Social Sciences,5,4,5,2,Completed,Accepted
1587,3.6,290,No,Social Sciences,3,8,6,3,In Progress,Accepted
1588,3.2,306,Yes,Communications,1,3,8,3,Completed,Accepted
1589,3.68,312,Yes,Social Sciences,0,2,7,1,Completed,Accepted
1590,2.64,291,Yes,Life Sciences,2,3,5,2,Completed,Rejected
1591,2.6,317,Yes,Communications,2,0,8,3,Completed,Rejected
1592,3.69,311,Yes,Communications,1,3,4,3,Not Started,Rejected
1593,2.94,310,Yes,Information Systems,5,8,3,3,Completed,Accepted
1594,3.5,317,Yes,Social Sciences,0,1,10,1,Completed,Accepted
1595,3.97,282,No,Life Sciences,2,7,5,3,Not Started,Accepted
1596,3.81,315,Yes,Information Systems,4,0,9,1,In Progress,Accepted
1597,2.79,294,Yes,Information Systems,3,3,6,1,Completed,Accepted
1598,3.55,295,Yes,Arts,4,7,9,2,Completed,Accepted
1599,3.54,321,No,Language,3,5,3,1,Completed,Rejected
1600,3.93,291,Yes,Information Systems,2,7,8,2,Completed,Rejected
1601,3.96,314,Yes,Engineering,2,2,3,1,In Progress,Rejected
1602,3.23,266,Yes,Business,1,3,8,2,Completed,Accepted
1603,3.39,297,Yes,History,1,4,5,3,Completed,Accepted
1604,3.75,303,Yes,Social Sciences,4,7,5,2,Not Started,Rejected
1605,2.67,310,Yes,Business,3,0,7,3,Completed,Accepted
1606,3.36,306,Yes,History,1,2,6,2,Completed,Accepted
1607,3.69,297,Yes,Social Sciences,1,0,10,3,In Progress,Rejected
1608,2.78,310,Yes,Life Sciences,3,1,10,2,Completed,Rejected
1609,2.65,293,Yes,Social Sciences,2,8,6,3,In Progress,Accepted
1610,2.87,299,Yes,Business,5,1,6,1,Not Started,Accepted
1611,2.74,300,Yes,Social Sciences,0,2,6,1,In Progress,Rejected
1612,2.68,302,Yes,History,5,4,7,1,Not Started,Rejected
1613,3.82,303,No,Life Sciences,2,7,8,3,In Progress,Accepted
1614,2.63,301,Yes,Communications,2,2,9,3,Completed,Accepted
1615,3.64,284,Yes,History,3,8,8,2,Completed,Accepted
